mfcc_mean_1,mfcc_var_1,mfcc_mean_2,mfcc_var_2,mfcc_mean_3,mfcc_var_3,mfcc_mean_4,mfcc_var_4,mfcc_mean_5,mfcc_var_5,mfcc_mean_6,mfcc_var_6,mfcc_mean_7,mfcc_var_7,mfcc_mean_8,mfcc_var_8,mfcc_mean_9,mfcc_var_9,mfcc_mean_10,mfcc_var_10,mfcc_mean_11,mfcc_var_11,mfcc_mean_12,mfcc_var_12,mfcc_mean_13,mfcc_var_13,spectral_centroid_mean,spectral_centroid_var,spectral_rolloff_mean,spectral_rolloff_var,spectral_contrast_mean,spectral_contrast_var,chroma_mean,chroma_var,zcr_mean,zcr_var,rms_mean,rms_var,label
-606.0631103515625,16240.83203125,139.7943878173828,2302.04052734375,14.99770450592041,1888.40380859375,23.583471298217773,188.5441131591797,-12.127784729003906,887.9000854492188,1.9359312057495117,397.6341857910156,32.04990768432617,153.89077758789062,9.887316703796387,232.07237243652344,16.05311393737793,42.19245910644531,12.647361755371094,38.84408950805664,1.7550033330917358,79.2155532836914,4.8663506507873535,33.58232498168945,-2.797546625137329,133.96029663085938,1754.5183952716336,187113.05961025,3301.8050344366775,2782913.09765037,16.55994946330265,37.193114645386395,0.5573520064353943,0.09553291648626328,0.024695145456414474,0.00047455121017476516,0.005075722,3.2181724e-05,1
-642.0736694335938,17529.505859375,142.32920837402344,1756.6875,8.329083442687988,1953.5006103515625,21.11768341064453,201.6332550048828,-16.063480377197266,1290.109375,15.6240816116333,107.71231079101562,32.3177490234375,110.6723403930664,5.965939044952393,273.3955078125,17.063678741455078,77.9141616821289,3.0602312088012695,88.1785659790039,-0.3894144892692566,73.11518096923828,1.1732087135314941,56.17823028564453,-1.9215326309204102,108.440673828125,1782.7302510760373,205086.9511535113,3455.937435752467,3165270.003794365,20.908178841571804,139.36719932186315,0.5049121975898743,0.09050961583852768,0.027072304173519735,0.0004690305569784464,0.0035507875,1.5975249e-05,1
-657.7818603515625,15648.1806640625,149.00506591796875,2823.433837890625,12.00345516204834,1758.7491455078125,27.114303588867188,194.0739288330078,-6.476097106933594,509.71063232421875,-12.142108917236328,804.4592895507812,27.949382781982422,147.68408203125,11.925562858581543,152.3714599609375,10.838057518005371,80.42453002929688,18.92790412902832,50.351375579833984,4.8505778312683105,87.35853576660156,7.488719940185547,35.385894775390625,1.8612239360809326,66.9787368774414,1507.3631039220206,140012.15763653285,2844.0828022203946,2093598.5738484813,21.55442353743705,220.61105485849248,0.5248122811317444,0.08823313564062119,0.022676969829358552,0.00037448578178779404,0.0033931995,1.3171361e-05,1
-642.6827392578125,16096.9248046875,137.37208557128906,2387.586181640625,14.475347518920898,1820.085205078125,23.19354820251465,163.92868041992188,-13.05276870727539,933.6744384765625,1.145247220993042,404.7384338378906,31.512222290039062,148.9058380126953,9.518292427062988,230.36578369140625,15.869965553283691,40.329463958740234,12.034697532653809,37.012794494628906,0.7989205121994019,90.69170379638672,4.27417516708374,41.36439514160156,-3.2884602546691895,142.58395385742188,1813.816214697906,212369.2299079263,3512.591796875,2994106.5157546997,17.228586521936556,38.01748575269398,0.5469602346420288,0.09604254364967346,0.026616753472222223,0.0004666048214759355,0.003453418,1.5060057e-05,1
-646.1209106445312,16379.0546875,142.18008422851562,2329.788818359375,12.881959915161133,1821.876708984375,24.0347957611084,185.8812255859375,-13.331282615661621,941.766845703125,1.2903215885162354,407.37371826171875,32.692283630371094,140.90509033203125,9.1922607421875,260.5439147949219,15.940608024597168,42.4432487487793,12.375815391540527,41.222320556640625,1.1786941289901733,88.09211730957031,4.904717922210693,37.12760925292969,-3.0354044437408447,151.4236297607422,1751.471197194117,200297.55052574133,3310.0388152689875,2976615.214439524,17.04295810131796,37.06650041571723,0.5514011383056641,0.09370441734790802,0.025227275938065098,0.0004254357984257495,0.0033978578,1.4123385e-05,1
-328.4584326705591,772.0524335620976,21.149373022695535,765.800213492744,11.521795247161435,101.81959827551069,1.8449339212421503,81.59533440699674,-2.835898637103967,161.60335847537777,0.3605236462615846,67.75345336699547,6.434857753718032,22.564325072295762,7.712292166446098,30.798841983742555,7.2722660692876415,28.76325525143121,5.5224895971527115,20.673053094221665,2.422207891782011,22.503261361541032,0.5256664265640847,30.78892306828718,0.6153539860861548,28.520249610827417,9899.79757614235,1899635.5558251683,18222.2606458162,629461.516313167,12.698023213472155,14.775267111032518,0.6433920224075798,0.08458056355253062,0.37787668328536184,0.017879465236289846,0.007926248,2.0059568e-05,1
-580.3724365234375,13937.986328125,141.19708251953125,1897.7252197265625,15.439106941223145,2007.1279296875,19.75276756286621,181.32754516601562,-19.591367721557617,644.5596313476562,-5.723546981811523,245.18380737304688,27.8948974609375,218.59690856933594,8.609369277954102,147.22198486328125,14.779607772827148,42.5815315246582,10.76679515838623,35.001766204833984,0.3045737147331238,87.0171890258789,3.7651984691619873,35.6453742980957,-5.217854022979736,166.62950134277344,1878.00370761428,893522.3870284163,3464.4927372206125,4594959.614839314,16.81654915312248,39.53625268074506,0.5150623917579651,0.09696438163518906,0.030238675755380796,0.0006387612435761358,0.0056417855,4.45792e-05,1
-607.48046875,13882.802734375,132.94329833984375,1502.579833984375,11.650525093078613,1970.017333984375,13.577067375183105,186.89715576171875,-23.698284149169922,864.78125,8.59521770477295,68.12519073486328,29.562063217163086,160.0518341064453,7.418021202087402,179.91171264648438,15.538130760192871,57.52421951293945,1.6812173128128052,82.31982421875,-1.6780134439468384,85.59224700927734,-0.8684293031692505,66.46512603759766,-4.350705623626709,115.34461975097656,1918.1870459765871,742509.1107005648,3607.3106374172185,4644365.89029953,21.077666224598165,144.58371755586126,0.48375293612480164,0.09321035444736481,0.0373470483236755,0.0017531395329701725,0.0038827215,2.2021924e-05,1
-623.2766723632812,13174.4873046875,142.07781982421875,2441.53955078125,18.452260971069336,1754.1651611328125,24.135648727416992,148.71563720703125,-12.263981819152832,355.5479431152344,-18.07563591003418,558.7177124023438,21.052194595336914,174.5159149169922,10.186860084533691,87.6767807006836,10.09043025970459,47.18363952636719,16.62930679321289,59.685302734375,3.8006253242492676,76.30390930175781,6.341516017913818,28.91851234436035,-0.12380038946866989,75.51554870605469,1619.935811886478,620804.9278715651,2993.7569523489237,3502626.4508345067,21.654877696604082,226.5816011047,0.5003232955932617,0.09361998736858368,0.029530506260347682,0.0017729992583092771,0.003892953,2.1288708e-05,1
-606.5967407226562,12743.478515625,130.55540466308594,2017.00927734375,17.75745964050293,1645.6680908203125,19.86791229248047,166.28648376464844,-18.28742027282715,636.825439453125,-5.697675704956055,229.7625732421875,26.67340660095215,213.55032348632812,9.09538459777832,128.590576171875,14.21532154083252,41.562347412109375,10.769058227539062,41.854042053222656,0.3278519809246063,90.65328979492188,3.2219736576080322,39.41035079956055,-5.024079322814941,158.02142333984375,1840.6139350842384,781090.5770017566,3386.5855823863635,4386927.730390783,17.423833960250743,40.0382751469681,0.5063502788543701,0.096977099776268,0.03257803767697467,0.0015201687018237206,0.0038347114,2.020351e-05,1
